timestamp,open,high,low,close,volume
2026-06-21 05:00:00+00:00,64276.12,64365.43,64225.6,64256.55,166.55047
2026-06-21 06:00:00+00:00,64256.56,64323.99,64200.0,64303.46,142.55901
2026-06-21 07:00:00+00:00,64303.47,64303.47,64173.08,64191.07,302.97907
2026-06-21 08:00:00+00:00,64191.06,64228.0,63900.17,64014.0,328.07237
2026-06-21 09:00:00+00:00,64014.0,64246.0,63961.28,64209.16,221.03822
2026-06-21 10:00:00+00:00,64209.16,64408.0,64204.0,64365.99,286.23088
2026-06-21 11:00:00+00:00,64366.0,64483.95,64112.01,64176.0,438.27788
2026-06-21 12:00:00+00:00,64176.0,64235.13,63952.0,64200.0,359.32606
2026-06-21 13:00:00+00:00,64200.0,64200.0,64020.01,64146.0,161.65202
2026-06-21 14:00:00+00:00,64146.0,64154.0,64004.0,64145.97,189.32902
2026-06-21 15:00:00+00:00,64145.97,64355.88,64120.0,64224.0,390.79222
2026-06-21 16:00:00+00:00,64224.0,64254.38,64046.0,64145.31,236.79134
2026-06-21 17:00:00+00:00,64145.32,64221.44,64080.0,64151.46,205.04149
2026-06-21 18:00:00+00:00,64151.47,64240.0,63933.47,64213.81,270.92869
2026-06-21 19:00:00+00:00,64213.82,64298.84,64168.73,64207.12,189.28721
2026-06-21 20:00:00+00:00,64207.13,64271.21,63700.0,63848.0,420.72845
2026-06-21 21:00:00+00:00,63848.0,63969.59,63510.0,63808.01,752.88497
2026-06-21 22:00:00+00:00,63808.0,63864.0,63575.04,63801.59,437.50041
2026-06-21 23:00:00+00:00,63801.6,63801.6,63270.0,63311.99,604.75792
2026-06-22 00:00:00+00:00,63312.0,64094.0,63312.0,63896.01,709.82748
2026-06-22 01:00:00+00:00,63896.0,64823.52,63850.8,64606.0,1331.90666
2026-06-22 02:00:00+00:00,64606.0,64663.99,64250.0,64257.99,370.38632
2026-06-22 03:00:00+00:00,64258.0,64459.44,63894.98,63974.01,796.48727
2026-06-22 04:00:00+00:00,63974.01,64116.44,63868.41,64100.02,327.45142
2026-06-22 05:00:00+00:00,64100.01,64344.17,64088.64,64247.74,1091.63692
2026-06-22 06:00:00+00:00,64247.74,64326.0,63946.0,63989.95,416.9007
2026-06-22 07:00:00+00:00,63989.96,64397.57,63968.23,64211.19,352.4108
2026-06-22 08:00:00+00:00,64211.2,64350.58,64044.0,64165.99,368.11506
2026-06-22 09:00:00+00:00,64166.0,64256.2,64052.17,64145.39,200.06309
2026-06-22 10:00:00+00:00,64145.4,64272.0,64065.18,64139.21,240.0862
2026-06-22 11:00:00+00:00,64139.21,64768.46,64097.08,64657.22,1063.60877
2026-06-22 12:00:00+00:00,64657.22,65222.45,64579.08,65149.57,1156.05989
2026-06-22 13:00:00+00:00,65149.58,65589.76,64945.53,65578.0,1368.64481
2026-06-22 14:00:00+00:00,65577.99,65622.83,64835.0,64980.39,1096.28772
2026-06-22 15:00:00+00:00,64980.39,65146.0,64757.11,64836.95,593.12998
2026-06-22 16:00:00+00:00,64836.95,64862.0,64519.0,64719.77,680.43904
2026-06-22 17:00:00+00:00,64719.77,64769.98,64388.16,64602.0,523.74444
2026-06-22 18:00:00+00:00,64602.0,64730.15,64311.0,64334.01,548.78709
2026-06-22 19:00:00+00:00,64334.01,64499.28,64276.0,64472.0,579.92511
2026-06-22 20:00:00+00:00,64472.51,64659.43,64356.95,64433.8,399.51938
2026-06-22 21:00:00+00:00,64433.8,64480.0,64134.39,64320.57,263.4342
2026-06-22 22:00:00+00:00,64320.57,64396.45,63804.59,63971.12,510.07647
2026-06-22 23:00:00+00:00,63971.13,64053.33,63877.61,64020.01,434.17969
2026-06-23 00:00:00+00:00,64020.01,64162.02,63828.93,64154.99,679.20038
